rainfall_intensity_mmh,accumulated_rain_2h_mm,elevation_m,depression_depth_m,impervious_percent,upstream_node_surcharge_m3s,pipe_capacity_ratio,road_slope_percent,flood_depth_cm
73.5,103.9,891.4,2.2,81.6,0.98,0.85,3.13,15.6
46.5,122.4,900.2,0.0,84.7,0.0,1.0,3.61,1.9
56.9,133.1,903.7,0.0,89.0,1.0,0.85,1.09,12.8
11.6,27.9,895.7,2.2,90.7,0.0,0.5,5.37,2.7
6.8,50.6,900.4,0.0,82.5,0.0,0.85,2.79,0.3
48.6,93.2,893.1,2.2,91.2,0.58,0.7,0.51,13.6
57.5,95.5,894.3,2.2,78.7,0.92,0.85,5.17,12.2
140.0,250.0,898.5,1.5,69.7,2.0,0.85,3.31,27.6
18.6,29.7,900.2,0.0,90.8,0.0,1.0,3.91,1.6
16.3,60.9,901.5,0.0,79.0,0.17,0.7,2.98,3.6
52.4,94.9,903.3,0.0,91.7,0.2,0.85,4.62,9.3
14.6,37.7,896.7,2.2,61.4,0.0,1.0,0.38,2.5
93.5,185.1,901.8,0.0,73.9,1.07,0.85,1.62,16.7
68.4,75.3,895.6,2.2,93.2,0.0,0.5,2.69,12.9
19.6,74.4,900.6,0.0,68.7,0.0,0.7,0.61,4.2
48.6,103.1,897.8,2.2,93.0,0.0,1.0,3.94,6.1
49.2,107.5,898.8,1.2,93.4,0.0,0.5,2.29,11.6
3.8,8.0,898.7,1.3,90.9,0.0,1.0,1.65,0.4
81.5,136.1,890.6,2.2,79.7,0.0,1.0,0.22,12.4
24.6,74.2,892.5,2.2,82.6,0.0,1.0,4.02,3.8
61.3,86.8,897.4,2.2,90.4,1.09,1.0,4.62,13.9
13.5,41.3,890.3,2.2,87.2,0.0,1.0,2.29,2.0
79.1,125.5,900.3,0.0,82.1,0.23,0.7,3.19,12.4
17.3,53.0,900.5,0.0,94.4,0.0,0.85,1.41,3.2
0.4,39.3,898.3,1.7,84.0,0.0,0.85,3.5,0.0
82.5,139.3,892.5,2.2,94.1,0.62,0.7,0.26,22.9
3.4,28.1,902.5,0.0,62.0,0.0,0.7,2.79,1.0
13.5,28.5,905.1,0.0,64.9,0.0,1.0,3.61,2.1
104.9,141.7,897.6,2.2,75.8,0.0,0.85,5.07,11.5
105.3,95.3,899.0,1.0,73.5,0.0,0.85,2.22,10.5
29.8,97.7,897.8,2.2,87.4,0.0,0.5,4.26,10.3
35.0,94.7,899.1,0.9,65.6,0.0,1.0,3.37,3.1
20.8,49.9,896.5,2.2,94.2,0.0,1.0,5.11,2.9
12.1,34.3,896.9,2.2,71.0,0.25,0.7,2.31,3.5
13.9,25.2,900.6,0.0,75.0,0.0,0.7,1.89,3.4
39.1,71.4,906.4,0.0,69.6,0.0,1.0,4.9,3.1
48.9,122.7,891.4,2.2,80.3,0.12,0.85,0.46,9.5
54.9,124.5,896.6,2.2,62.1,1.13,1.0,0.92,13.3
54.6,101.8,892.3,2.2,65.2,0.27,0.3,0.64,19.1
3.3,22.0,903.4,0.0,86.1,0.0,1.0,4.67,0.0
23.9,44.6,894.6,2.2,66.5,0.0,1.0,0.26,2.3
2.1,23.3,891.2,2.2,68.2,0.0,1.0,4.77,2.8
27.9,38.0,899.6,0.4,87.8,0.0,0.85,2.59,3.5
20.4,37.6,904.0,0.0,63.3,0.0,1.0,0.22,1.4
76.5,144.3,899.7,0.3,75.3,1.65,0.7,2.33,20.7
15.1,53.2,897.8,2.2,60.8,0.0,0.5,1.19,5.9
4.4,30.9,898.6,1.4,72.1,0.0,1.0,3.51,2.9
5.4,22.9,902.7,0.0,84.5,0.0,0.85,3.8,0.2
50.2,71.3,893.5,2.2,63.2,0.95,1.0,2.78,9.5
33.7,64.1,896.6,2.2,91.1,0.58,0.85,0.41,9.1
3.7,12.6,895.2,2.2,91.8,0.0,1.0,3.68,1.1
3.1,4.7,892.3,2.2,63.7,0.0,1.0,4.66,1.4
42.3,102.0,895.7,2.2,94.7,0.0,0.85,4.02,7.8
2.6,12.1,901.4,0.0,70.4,0.0,1.0,4.6,0.9
60.4,71.0,899.3,0.7,62.9,0.0,0.5,1.26,11.1
42.9,55.7,899.6,0.4,60.2,0.0,0.7,4.91,3.9
3.0,9.2,897.6,2.2,74.3,0.0,0.7,1.91,0.0
3.1,31.3,899.1,0.9,82.0,0.0,0.5,0.27,3.7
140.0,250.0,893.8,2.2,71.6,0.0,0.5,4.67,26.6
16.4,20.4,895.8,2.2,89.3,0.0,0.85,5.19,0.5
16.2,47.7,897.8,2.2,85.1,0.0,0.85,3.67,2.1
58.6,68.7,898.1,1.9,72.3,0.0,1.0,1.43,5.7
103.0,113.1,898.3,1.7,85.7,0.9,0.7,1.53,19.5
140.0,250.0,896.4,2.2,92.9,0.0,0.85,2.67,18.3
49.0,90.8,895.5,2.2,63.3,0.0,0.5,4.96,8.9
16.5,43.0,909.6,0.0,70.7,0.0,1.0,0.99,-0.0
3.1,8.1,900.6,0.0,76.2,0.0,1.0,4.58,0.8
52.5,65.2,898.7,1.3,77.4,0.0,1.0,1.74,2.6
28.6,73.8,896.1,2.2,79.0,0.0,0.7,4.49,5.3
19.3,52.5,895.2,2.2,70.5,0.0,1.0,5.08,2.0
82.9,106.2,896.5,2.2,83.4,1.7,0.85,2.47,20.2
4.1,39.5,898.2,1.8,82.6,0.0,0.85,2.13,2.2
23.7,87.8,889.5,2.2,80.2,0.0,1.0,4.45,0.7
0.4,25.1,890.7,2.2,64.0,0.0,0.85,3.01,0.0
22.1,46.9,894.5,2.2,76.7,0.0,0.85,3.83,2.4
2.0,10.8,897.8,2.2,72.5,0.0,1.0,3.5,0.9
4.4,14.1,896.0,2.2,77.2,0.0,0.85,1.01,1.0
4.4,26.2,902.9,0.0,92.3,0.0,0.3,4.68,4.8
36.7,64.2,891.1,2.2,76.8,0.0,0.3,1.24,8.7
48.0,76.9,894.0,2.2,60.5,0.0,0.85,5.14,3.2
30.6,64.3,903.1,0.0,75.4,0.0,0.85,1.53,5.1
114.6,108.4,897.5,2.2,88.7,0.0,1.0,4.09,9.4
16.4,46.6,900.5,0.0,87.3,0.0,0.3,1.71,6.1
11.8,47.9,905.2,0.0,78.0,0.0,1.0,1.88,0.0
71.0,86.9,894.2,2.2,68.7,0.48,0.85,1.84,8.8
8.9,38.9,896.6,2.2,76.3,0.0,1.0,4.16,0.4
115.6,170.2,895.9,2.2,79.7,0.65,1.0,3.15,15.2
0.4,33.6,889.2,2.2,95.0,0.0,1.0,4.88,0.0
122.6,193.0,895.8,2.2,82.5,1.84,0.7,1.83,31.4
1.5,36.7,900.5,0.0,84.3,0.03,0.85,3.87,0.0
77.6,159.7,899.2,0.8,77.2,1.58,0.85,4.19,17.0
26.3,46.9,899.5,0.5,72.4,0.38,1.0,1.0,4.0
140.0,250.0,895.5,2.2,88.5,0.0,0.7,2.32,25.4
2.7,30.3,894.4,2.2,77.3,0.0,1.0,2.76,0.9
28.2,44.9,902.1,0.0,94.8,0.0,1.0,2.09,2.1
121.9,141.0,895.0,2.2,76.0,1.33,0.7,1.91,25.3
25.9,54.1,898.2,1.8,62.4,0.0,0.5,3.84,4.5
34.7,82.0,897.7,2.2,83.9,0.0,1.0,1.34,4.9
41.6,85.8,902.8,0.0,61.6,0.0,0.85,3.96,5.0
21.2,41.2,900.9,0.0,68.8,0.0,0.85,5.16,2.2
34.6,58.4,891.8,2.2,72.4,0.0,0.5,3.2,6.8
30.7,75.9,892.2,2.2,85.9,0.0,1.0,3.44,1.9
81.0,197.4,899.3,0.7,77.3,0.0,0.85,0.57,9.3
1.6,18.4,896.7,2.2,61.0,0.0,1.0,4.78,0.0
11.5,55.0,895.2,2.2,81.6,0.0,1.0,1.71,1.1
105.1,157.8,901.1,0.0,74.4,0.73,1.0,3.46,12.5
77.3,188.4,897.7,2.2,92.3,0.77,0.3,5.39,29.4
21.3,23.9,897.2,2.2,77.5,0.0,1.0,3.36,2.0
33.9,53.0,900.1,0.0,84.8,0.0,0.5,4.04,7.1
11.4,34.5,895.5,2.2,67.7,0.0,1.0,2.56,-0.0
7.3,29.1,903.3,0.0,86.6,0.0,0.5,0.52,3.5
21.8,66.9,893.8,2.2,85.2,0.0,0.7,4.43,3.7
15.3,24.8,899.6,0.4,91.6,0.23,1.0,0.39,4.0
30.7,41.8,902.7,0.0,61.2,0.0,0.85,3.91,2.5
2.8,37.8,891.5,2.2,75.7,0.0,1.0,0.32,0.0
128.3,206.3,895.6,2.2,83.8,0.0,0.85,4.77,16.0
140.0,170.4,901.6,0.0,63.3,1.57,0.85,1.04,21.4
41.9,88.8,901.6,0.0,74.4,0.0,0.85,2.93,4.0
26.9,85.1,896.3,2.2,93.0,0.0,0.7,3.36,5.5
13.0,29.2,894.1,2.2,75.3,0.0,0.7,2.62,2.1
58.8,64.9,900.8,0.0,94.5,1.19,1.0,2.01,10.2
40.4,63.0,901.7,0.0,62.0,0.0,0.5,2.68,3.8
6.2,45.2,892.3,2.2,85.1,0.0,0.5,1.85,4.8
84.6,127.1,892.2,2.2,80.3,0.0,1.0,2.52,7.2
60.5,96.1,897.9,2.1,77.5,0.0,1.0,2.1,7.5
104.7,207.7,899.5,0.5,94.0,1.83,0.85,3.2,25.5
45.3,77.0,895.8,2.2,64.5,0.0,0.85,1.46,7.1
33.3,61.7,899.7,0.3,91.4,0.0,1.0,5.44,2.1
19.0,65.4,894.2,2.2,84.2,0.0,1.0,2.85,0.2
94.5,168.7,889.0,2.2,69.1,0.0,0.7,1.23,14.5
70.4,79.9,895.3,2.2,91.6,0.54,0.85,2.73,11.6
1.6,27.1,897.3,2.2,75.0,0.0,1.0,4.79,0.0
0.9,33.9,895.9,2.2,88.5,0.0,0.5,0.32,0.0
16.5,45.1,892.4,2.2,73.6,0.0,0.7,3.8,2.8
58.2,129.2,889.7,2.2,89.8,0.0,0.85,3.1,6.9
140.0,201.7,894.9,2.2,82.3,2.0,0.7,1.1,34.3
5.7,8.7,900.6,0.0,64.9,0.0,1.0,4.53,0.1
31.6,58.2,902.0,0.0,82.7,0.34,0.85,2.16,5.8
16.8,39.3,901.8,0.0,66.7,0.0,1.0,1.76,0.1
122.6,236.0,893.7,2.2,74.4,0.0,1.0,4.59,10.2
64.6,155.5,892.4,2.2,66.0,1.36,1.0,3.58,13.2
63.8,125.3,899.0,1.0,60.8,0.0,1.0,4.96,3.9
22.1,67.8,899.5,0.5,67.4,0.38,0.85,3.54,4.3
18.8,48.8,898.6,1.4,78.8,0.0,0.7,4.13,2.0
11.2,33.3,889.0,2.2,76.9,0.0,1.0,4.63,2.6
2.0,29.3,893.5,2.2,77.6,0.0,1.0,0.49,0.9
70.0,101.7,896.9,2.2,68.7,0.0,0.7,4.31,10.2
58.7,105.4,898.9,1.1,84.0,0.0,1.0,3.45,4.8
140.0,169.8,900.1,0.0,84.6,0.0,1.0,0.57,10.5
140.0,136.9,897.6,2.2,72.5,0.0,0.85,2.9,15.0
28.4,82.1,898.3,1.7,90.8,0.0,0.7,0.64,4.7
51.3,85.9,897.3,2.2,82.5,0.0,0.7,4.1,6.7
101.4,249.4,899.7,0.3,85.0,2.0,0.7,3.1,28.5
66.3,175.3,898.3,1.7,69.7,0.0,1.0,5.25,4.3
9.9,33.0,897.3,2.2,60.0,0.0,0.7,1.17,1.3
21.0,52.3,895.9,2.2,90.3,0.0,1.0,3.41,2.4
4.8,23.5,897.3,2.2,88.8,0.0,1.0,1.32,0.6
107.8,224.6,898.9,1.1,64.3,0.0,0.85,3.45,12.7
32.6,41.8,898.1,1.9,73.1,0.0,0.7,4.03,6.6
9.1,36.9,898.5,1.5,83.1,0.0,1.0,4.03,0.0
39.0,104.6,902.4,0.0,82.8,0.0,1.0,4.52,3.1
33.7,53.0,898.1,1.9,90.1,0.28,0.7,4.72,6.9
15.5,23.6,894.4,2.2,64.9,0.0,0.5,0.61,3.2
4.2,36.5,900.5,0.0,75.0,0.0,0.85,2.02,0.0
39.0,72.1,891.5,2.2,63.4,0.15,0.85,3.84,4.2
25.7,84.4,892.7,2.2,73.6,0.0,0.7,2.84,5.6
51.8,84.2,898.3,1.7,60.5,0.0,0.7,1.21,6.5
25.7,92.0,899.1,0.9,91.4,0.0,0.85,3.13,4.2
66.9,134.4,892.0,2.2,78.4,0.0,1.0,2.36,6.0
28.1,81.3,895.5,2.2,89.7,0.0,1.0,2.27,3.1
28.8,64.1,894.6,2.2,62.1,0.0,0.85,4.49,2.3
73.2,163.8,895.1,2.2,68.0,0.0,1.0,2.36,6.3
18.1,32.9,900.8,0.0,69.1,0.3,1.0,0.34,2.0
5.0,17.3,899.8,0.2,73.5,0.09,0.85,0.51,1.4
1.0,21.2,896.9,2.2,88.1,0.0,1.0,4.74,0.0
49.2,121.9,894.8,2.2,73.5,0.0,0.7,5.29,8.7
33.9,106.6,891.6,2.2,67.2,0.0,1.0,3.85,2.9
42.6,81.1,902.7,0.0,62.3,0.0,0.85,2.13,4.7
8.4,35.7,899.4,0.6,62.8,0.0,0.7,5.17,0.4
5.1,14.1,894.2,2.2,86.6,0.0,0.85,3.71,2.5
0.5,29.4,899.9,0.1,75.6,0.0,0.85,4.67,0.0
15.1,50.4,896.7,2.2,85.4,0.0,0.85,4.26,3.2
31.2,65.2,895.9,2.2,83.9,0.49,0.7,2.21,9.2
17.4,53.8,898.7,1.3,64.7,0.0,0.3,2.74,5.0
20.1,45.9,894.0,2.2,65.0,0.0,0.85,1.19,3.8
82.1,175.9,895.6,2.2,86.4,0.88,0.7,1.75,21.1
15.0,31.3,897.5,2.2,85.2,0.0,1.0,4.32,3.3
25.3,46.4,895.0,2.2,73.2,0.14,0.5,4.94,5.9
53.6,115.3,899.7,0.3,62.7,0.73,0.3,4.04,17.5
17.7,34.8,904.5,0.0,60.4,0.0,0.85,2.67,1.1
34.1,85.9,894.0,2.2,70.1,0.24,0.7,0.66,6.8
69.4,122.2,890.3,2.2,60.3,0.88,0.85,0.5,14.9
104.5,174.5,889.0,2.2,68.1,0.0,1.0,2.18,8.7
5.6,31.0,896.4,2.2,74.7,0.0,0.5,2.66,2.7
91.4,137.0,894.3,2.2,64.2,0.0,0.85,3.43,8.0
23.7,81.2,897.8,2.2,63.6,0.0,0.85,0.23,4.3
10.5,39.9,897.5,2.2,91.4,0.0,0.7,5.45,3.1
21.5,64.9,890.6,2.2,80.5,0.0,0.5,2.13,6.8
137.0,170.1,889.7,2.2,92.7,0.59,0.7,4.69,21.3
23.7,39.8,898.2,1.8,72.1,0.0,1.0,3.04,2.6
14.0,30.6,897.5,2.2,83.7,0.0,0.85,0.89,2.0
35.1,60.2,895.3,2.2,67.2,0.0,0.3,4.43,7.7
9.6,35.5,890.4,2.2,81.6,0.0,0.85,3.96,0.0
2.8,19.4,898.9,1.1,64.5,0.0,0.5,3.0,2.9
4.8,37.2,902.1,0.0,60.1,0.0,0.7,2.93,1.8
4.8,30.4,898.1,1.9,92.6,0.0,0.7,0.66,0.2
5.8,7.9,893.6,2.2,79.4,0.0,1.0,3.68,0.9
5.2,17.2,897.2,2.2,92.4,0.0,1.0,5.03,0.8
35.8,79.4,891.5,2.2,71.7,0.0,0.85,0.69,6.8
7.0,39.3,901.2,0.0,71.5,0.0,0.85,1.6,0.9
14.8,67.0,897.3,2.2,74.0,0.0,0.7,4.98,3.7
79.5,105.2,889.9,2.2,84.7,0.51,0.7,1.71,14.7
22.5,72.2,895.8,2.2,79.8,0.0,1.0,3.67,2.6
38.5,40.0,898.9,1.1,92.4,0.35,0.7,3.03,6.4
6.6,6.5,895.7,2.2,60.9,0.0,0.85,3.36,0.0
7.5,48.6,895.9,2.2,84.8,0.0,1.0,2.4,0.7
1.5,12.5,892.1,2.2,71.6,0.0,0.85,1.79,0.0
6.5,37.6,899.3,0.7,66.3,0.0,0.5,0.46,4.5
11.4,23.0,894.4,2.2,77.9,0.0,0.85,4.14,3.3
6.8,33.9,889.0,2.2,77.7,0.0,1.0,4.15,0.1
3.3,39.6,895.5,2.2,64.8,0.0,0.85,3.75,0.0
4.5,18.3,900.9,0.0,67.1,0.0,1.0,3.61,0.6
21.6,64.2,895.5,2.2,74.3,0.0,0.85,1.49,2.9
8.1,24.9,904.0,0.0,74.3,0.0,1.0,0.32,1.7
15.9,38.8,898.7,1.3,71.1,0.0,0.7,4.49,1.8
24.5,63.6,898.4,1.6,65.2,0.0,1.0,2.8,2.4
41.0,74.4,896.5,2.2,60.2,0.0,0.85,1.83,4.9
1.4,14.8,896.7,2.2,94.0,0.0,1.0,0.74,0.0
56.2,91.5,895.9,2.2,93.0,0.35,0.3,0.53,18.1
34.6,67.1,895.8,2.2,76.9,0.26,0.85,2.05,7.0
3.0,18.7,899.1,0.9,94.8,0.0,0.7,4.47,1.1
72.4,128.6,893.3,2.2,83.6,0.28,0.7,5.07,12.9
88.8,131.3,892.7,2.2,62.4,0.0,0.7,4.95,10.2
2.2,17.4,892.5,2.2,64.1,0.0,0.7,5.08,2.0
11.3,45.3,905.2,0.0,92.1,0.0,1.0,5.01,2.0
57.4,96.3,899.1,0.9,82.1,0.0,0.7,2.99,7.9
48.3,104.5,898.2,1.8,89.5,0.0,1.0,1.36,5.1
7.1,43.1,892.8,2.2,91.4,0.0,0.7,4.43,3.7
8.2,35.3,899.5,0.5,75.7,0.0,0.3,1.33,2.6
16.2,35.1,896.5,2.2,61.7,0.0,0.5,1.62,4.2
23.2,75.4,897.9,2.1,66.6,0.0,1.0,1.44,1.6
33.7,84.9,893.1,2.2,62.3,0.0,0.85,2.93,5.9
16.1,54.2,897.6,2.2,66.6,0.0,0.85,1.91,2.5
21.7,73.6,895.3,2.2,74.4,0.0,1.0,1.02,3.6
48.2,119.9,893.9,2.2,64.1,0.0,1.0,2.6,3.1
1.3,37.6,899.9,0.1,65.8,0.0,0.85,4.83,0.0
10.2,38.2,890.8,2.2,75.6,0.22,0.3,3.22,5.3
43.7,71.2,899.3,0.7,71.9,0.0,0.85,4.86,4.6
79.0,111.4,899.7,0.3,76.4,0.0,0.85,1.24,7.3
25.1,56.3,893.5,2.2,75.0,0.0,0.85,1.08,4.5
26.6,84.2,893.7,2.2,82.6,0.0,0.7,3.25,5.4
4.0,33.2,896.1,2.2,92.8,0.0,0.3,2.66,1.2
20.8,18.8,898.1,1.9,63.8,0.0,0.85,3.7,2.4
26.6,61.5,896.4,2.2,63.5,0.0,1.0,4.41,1.0
9.7,37.1,898.7,1.3,89.8,0.0,0.85,4.18,1.2
11.0,21.3,904.1,0.0,77.7,0.0,0.3,5.19,4.2
16.6,27.1,895.0,2.2,86.8,0.0,0.85,2.31,4.0
0.7,18.9,890.1,2.2,67.5,0.0,0.85,1.29,0.0
13.6,26.8,900.3,0.0,89.0,0.0,1.0,3.12,1.7
8.3,25.3,903.7,0.0,92.3,0.0,1.0,0.79,0.1
13.9,37.8,898.6,1.4,82.2,0.0,0.5,1.73,3.4
4.5,15.9,892.6,2.2,63.7,0.0,1.0,1.3,0.0
77.4,159.9,896.5,2.2,91.3,1.44,1.0,2.3,15.1
31.5,50.4,892.5,2.2,87.7,0.0,0.85,0.79,5.0
39.8,62.2,899.6,0.4,86.3,0.2,0.3,0.37,10.5
54.5,112.0,891.6,2.2,61.3,0.0,1.0,3.68,3.2
24.2,69.4,895.8,2.2,88.0,0.44,0.7,3.43,8.7
3.2,6.0,893.0,2.2,64.8,0.0,1.0,3.95,0.0
27.0,27.5,897.5,2.2,67.8,0.0,0.7,3.7,2.5
30.9,58.5,895.5,2.2,80.2,0.0,0.3,0.81,9.3
47.9,94.7,897.7,2.2,69.3,0.0,1.0,1.74,2.8
19.8,53.0,897.1,2.2,83.1,0.0,1.0,0.89,3.2
4.8,34.0,893.1,2.2,81.3,0.0,1.0,4.67,0.0
11.7,46.8,899.5,0.5,63.8,0.0,0.7,4.16,3.5
15.8,58.2,896.8,2.2,83.0,0.0,1.0,1.27,3.0
36.3,96.9,893.0,2.2,92.3,0.0,1.0,2.01,4.6
29.6,72.8,906.0,0.0,65.6,0.58,1.0,5.32,4.4
15.4,25.0,898.9,1.1,80.9,0.0,0.85,3.35,0.5
140.0,153.5,896.4,2.2,72.0,0.0,1.0,4.45,9.6
32.6,82.2,902.7,0.0,76.1,0.0,0.5,1.6,8.5
9.5,32.6,904.4,0.0,70.0,0.05,0.5,1.31,2.8
3.8,20.5,896.4,2.2,72.4,0.0,0.85,4.35,0.1
5.8,18.9,898.4,1.6,61.0,0.05,0.85,3.84,0.9
9.9,36.9,893.0,2.2,94.4,0.0,0.85,3.81,2.8
6.1,33.4,896.4,2.2,81.9,0.0,0.7,3.13,2.6
7.2,43.8,896.2,2.2,77.5,0.0,0.85,3.19,1.9
11.7,24.7,897.7,2.2,73.4,0.0,0.85,4.1,2.1
6.7,37.8,898.3,1.7,78.9,0.0,0.85,1.63,1.5
79.5,195.9,899.2,0.8,73.3,1.38,0.7,2.07,21.9
2.9,39.5,898.0,2.0,72.6,0.0,1.0,4.82,0.4
26.0,61.3,892.2,2.2,76.2,0.0,1.0,1.84,2.5
18.5,58.1,893.2,2.2,69.7,0.0,1.0,3.1,2.3
140.0,250.0,894.8,2.2,66.3,1.61,0.85,3.92,25.2
4.2,36.7,895.9,2.2,79.5,0.0,0.85,5.5,0.2
17.8,73.0,901.2,0.0,89.5,0.0,0.85,2.51,3.3
122.1,156.5,892.3,2.2,65.3,1.89,0.85,2.47,24.4
70.2,88.4,895.6,2.2,61.1,0.0,0.7,4.67,8.7
59.5,118.6,900.8,0.0,68.6,0.81,1.0,4.47,8.4
10.4,39.4,895.8,2.2,94.3,0.0,0.85,4.07,2.6
6.6,36.1,898.8,1.2,89.0,0.0,0.85,2.66,1.2
38.7,67.3,896.4,2.2,80.9,0.0,0.85,1.92,5.8
92.8,95.3,898.0,2.0,92.5,0.0,0.85,3.43,10.5
28.5,78.7,896.1,2.2,75.6,0.0,0.7,4.84,4.9
29.7,59.0,899.7,0.3,94.4,0.0,1.0,4.88,3.2
11.5,31.0,890.8,2.2,70.4,0.0,0.5,0.78,2.9
51.4,103.2,895.5,2.2,68.4,0.48,0.5,2.47,15.8
7.2,46.4,898.2,1.8,82.3,0.0,0.7,2.66,3.0
13.7,28.3,899.1,0.9,73.2,0.26,0.7,5.38,3.6
19.4,74.5,903.0,0.0,81.9,0.0,0.85,3.79,3.6
24.8,47.5,895.4,2.2,70.7,0.0,0.85,2.36,2.6
9.7,41.4,902.9,0.0,81.6,0.0,0.3,0.34,5.3
4.3,44.6,894.4,2.2,69.7,0.0,1.0,3.2,1.2
33.0,62.2,902.3,0.0,61.8,0.0,1.0,0.71,3.1
11.9,26.5,900.3,0.0,91.9,0.0,1.0,4.62,0.5
30.5,64.1,893.3,2.2,90.9,0.0,0.85,4.19,2.9
5.9,22.1,898.2,1.8,94.0,0.0,1.0,2.64,-0.0
23.0,49.3,896.8,2.2,85.1,0.0,0.5,2.47,5.1
26.6,92.8,899.5,0.5,83.9,0.0,0.85,4.96,5.5
1.9,32.0,896.1,2.2,79.6,0.0,0.7,1.73,0.0
14.4,39.8,895.8,2.2,64.4,0.0,1.0,1.52,1.6
5.1,25.1,902.5,0.0,66.6,0.0,1.0,5.18,0.3
2.3,4.1,896.6,2.2,70.1,0.02,1.0,4.49,0.0
140.0,207.0,900.3,0.0,91.2,0.64,1.0,4.55,16.2
13.6,44.2,896.1,2.2,66.1,0.0,0.85,1.23,4.3
58.1,121.0,903.7,0.0,92.3,0.77,0.5,0.96,18.8
10.3,31.0,894.3,2.2,78.3,0.0,0.85,0.34,3.1
40.0,68.9,894.5,2.2,85.0,0.0,0.85,1.46,6.8
50.0,48.7,903.1,0.0,63.9,0.0,0.85,4.3,4.6
31.7,66.0,895.2,2.2,69.4,0.18,1.0,1.47,4.0
22.3,44.4,903.4,0.0,93.5,0.0,0.85,4.06,2.0
18.6,38.8,900.6,0.0,69.3,0.0,1.0,1.54,1.1
15.0,28.3,896.4,2.2,70.4,0.0,0.5,2.3,3.5
92.8,219.0,889.7,2.2,66.9,0.35,0.7,5.41,15.5
62.1,62.3,896.9,2.2,64.5,1.4,0.85,1.5,15.0
117.4,212.6,897.4,2.2,68.2,1.52,0.85,2.19,22.4
4.6,25.2,901.7,0.0,82.5,0.06,1.0,1.8,1.7
45.9,92.4,903.4,0.0,75.9,0.0,0.7,0.78,6.1
97.5,142.2,894.3,2.2,79.4,0.0,0.7,2.8,14.6
7.0,48.8,900.2,0.0,64.3,0.0,0.7,2.21,1.5
2.4,5.2,900.1,0.0,88.1,0.0,1.0,3.88,1.8
47.3,121.4,901.3,0.0,87.4,0.0,1.0,4.53,2.0
29.9,84.5,899.0,1.0,60.8,0.0,0.85,3.08,4.0
64.5,123.2,889.2,2.2,73.4,0.0,0.3,0.37,17.8
5.3,10.8,896.4,2.2,62.4,0.0,0.5,3.48,0.5
55.5,111.2,892.4,2.2,87.7,0.53,0.85,0.49,13.0
7.9,48.8,896.2,2.2,85.8,0.03,0.7,3.47,3.0
6.3,28.4,900.9,0.0,91.6,0.0,0.5,3.83,2.5
6.3,32.3,898.2,1.8,68.3,0.0,1.0,1.25,0.7
59.0,98.8,901.6,0.0,76.0,0.97,0.7,4.54,12.9
38.3,49.9,898.4,1.6,66.5,0.0,1.0,5.03,2.5
25.9,86.2,891.8,2.2,73.0,0.0,1.0,4.51,2.1
15.6,16.4,889.0,2.2,78.3,0.0,1.0,1.82,1.7
73.4,116.5,897.6,2.2,61.9,0.47,0.85,3.31,10.3
17.4,51.9,896.1,2.2,85.0,0.0,0.7,5.05,4.2
59.4,119.5,893.1,2.2,79.0,0.0,0.85,1.9,8.2
20.2,62.7,890.2,2.2,89.0,0.0,1.0,4.55,2.1
16.6,24.1,894.1,2.2,69.5,0.0,1.0,0.25,1.8
21.7,62.1,896.2,2.2,91.6,0.0,0.85,0.22,3.5
12.6,23.6,899.7,0.3,95.0,0.0,0.85,4.23,1.7
48.2,119.0,897.8,2.2,92.2,0.0,0.85,4.24,8.1
24.5,47.2,903.4,0.0,87.2,0.0,1.0,4.38,2.4
9.2,31.3,892.9,2.2,88.4,0.0,0.7,5.13,1.2
80.4,193.6,900.5,0.0,80.1,0.59,0.5,0.82,22.3
17.0,26.4,897.2,2.2,66.7,0.0,0.85,1.43,1.7
27.4,56.3,899.8,0.2,83.7,0.0,0.7,4.99,4.9
82.9,146.3,895.3,2.2,84.9,0.0,0.5,1.14,18.3
34.3,100.4,901.3,0.0,94.5,0.63,0.85,3.82,8.9
4.4,12.1,898.2,1.8,78.9,0.0,0.7,3.01,0.3
98.4,114.8,894.3,2.2,69.5,0.0,0.7,0.64,15.0
34.6,49.2,897.0,2.2,83.9,0.0,1.0,1.71,2.1
14.3,38.5,896.0,2.2,94.3,0.0,0.85,2.96,2.7
5.2,15.3,899.0,1.0,66.2,0.0,0.7,4.72,1.3
55.3,125.1,892.3,2.2,71.4,0.0,1.0,3.95,4.8
33.9,84.9,896.9,2.2,79.0,0.0,0.5,3.5,8.6
26.7,73.5,898.6,1.4,66.0,0.0,0.85,2.83,2.5
78.5,137.5,897.1,2.2,60.8,0.57,0.85,1.78,13.5
54.4,81.9,902.4,0.0,71.8,0.0,0.85,0.83,6.0
5.8,30.1,900.1,0.0,90.3,0.0,0.85,2.37,0.2
13.1,30.1,897.0,2.2,61.5,0.15,0.7,0.35,4.1
10.0,29.5,897.9,2.1,75.0,0.0,0.85,1.32,2.4
47.7,92.5,898.2,1.8,86.7,0.0,0.5,2.49,9.9
1.2,28.4,898.6,1.4,93.4,0.0,0.85,2.42,0.0
29.5,66.9,889.7,2.2,94.5,0.0,0.7,0.43,7.3
50.3,97.2,895.8,2.2,74.8,0.0,0.3,3.32,11.3
73.3,80.0,891.1,2.2,93.3,1.2,1.0,3.11,13.6
14.7,32.5,902.1,0.0,61.2,0.0,0.7,0.61,1.0
